Site_Name,LATITUDE,LONGITUDE,C2H4Demand [kg/year],HCOOHDemand  [kg/year],CODemand  [kg/year],Feedstock [tCO2/year],Facility Type,Source,COMPANY,STATE,CO2CAPCOST [$/tCO2],Generation,Useful_ThermalE,elec[$/kWh]
"CARDINAL ETHANOL, LLC",355687.2517,937344.6492,0,0,0,176329,Ethanol Plant,EPA FLIGHT,CARDINAL ETHANOL LLC (100%),IN,29,0,0,0.07
Haven Gas Plant,46784.83645,-157671.2863,0,0,0,134390,NG Processing,EPA FLIGHT,TENAWA RESOURCE MANAGEMENT LLC (100%),KS,29,0,0,0.08
Ramsey Gas Plant,-591308.2381,-754166.3923,0,0,0,375252,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),TX,29,0,0,0.05
Red Bluff Processing Plant,-597447.6891,-746742.4569,0,0,0,172672,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
Redwood Central Processing Facility,-667010.7617,-750850.5642,0,0,0,164245,NG Processing,EPA FLIGHT,APACHE CORP (100%),TX,29,0,0,0.05
Orla Gas Plant,-605338.9532,-743394.6175,0,0,0,147171,NG Processing,EPA FLIGHT,unknown,TX,29,0,0,0.05
ONEOK Bushton Plant,117033.3122,-203047.5754,0,0,0,246760,NG Processing,EPA FLIGHT,ONEOK INC (100%),KS,29,0,0,0.09
"Hankinson Renewable Energy, LLC",958516.912,-68713.62756,0,0,0,189263,Ethanol Plant,EPA FLIGHT,GUARDIAN HANKINSON LLC (100%),ND,29,0,0,0.08
WILLOW CREEK GAS PLANT,339249.5147,-993236.2433,0,0,0,344726,NG Processing,EPA FLIGHT,THE WILLIAMS COS (100%),CO,29,0,0,0.07
Norco Fractionation Plant,-819972.1488,538837.2842,0,0,0,140967,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),LA,29,0,0,0.05
Chaco Gas Plant,-45350.50064,-1072958.708,0,0,0,349047,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),NM,29,0,0,0.06
SAN JUAN GAS PLANT,-19278.55559,-1056858.948,0,0,0,218841,NG Processing,EPA FLIGHT,BP AMERICA INC (50%); HARVEST PIPELINE CO (50%),NM,29,0,0,0.06
Kutz Canyon Gas Plant,-26748.89623,-1056396.1,0,0,0,147744,NG Processing,EPA FLIGHT,HARVEST PIPELINE CO (100%),NM,29,0,0,0.06
ST. REGIS GAS TREATING FACILITY,-693068.9222,839285.1989,0,0,0,169076,NG Processing,EPA FLIGHT,"Maverick Natural Resources, LLC (100%)",FL,29,0,0,0.07
SACROC CO2 TREATMENT,-519615.9161,-461756.2227,0,0,0,449928,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),TX,29,0,0,0.05
HEARTLAND CORN PRODUCTS,789083.246,131465.662,0,0,0,172445,Ethanol Plant,EPA FLIGHT,HEARTLAND CORN PRODUCTS (100%),MN,29,0,0,0.08
Patrick Draw Gas Plant,525133.8349,-1033198.512,0,0,0,157202,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),WY,29,0,0,0.07
"PACIFIC ETHANOL PEKIN, LLC",360103.3145,531730.0736,0,0,0,338444,Ethanol Plant,EPA FLIGHT,PACIFIC ETHANOL (100%),IL,29,0,0,0.06
North Terrebonne Gas Plant,-865433.7764,491815.6118,0,0,0,229354,NG Processing,EPA FLIGHT,ENTERPRISE GAS PROCESSING LLC (64.19%); DCP MIDSTREAM LP (6.9%); W&T OFFSHORE INC (5.17%); TARGA RESOURCES (4.75%); EXXONMOBIL CORP (3.04%); LEED PETROLEUM LLC (2.56%); APACHE CORP (2.25%); EAGLE ROCK ENERGY PARTNERS LP (1.67%); ARENA ENERGY LLC (1.34%);,LA,29,0,0,0.05
NUGEN ENERGY LLC,665139.7418,-102590.1937,0,0,0,194406,Ethanol Plant,EPA FLIGHT,REX AMERICAN RESOURCES (100%),SD,29,0,0,0.08
Carter Creek,552888.6485,-1229291.622,0,0,0,138274,NG Processing,EPA FLIGHT,HILCORP ENERGY CO (100%),WY,29,0,0,0.07
BENEDUM GAS PLANT,-669384.2921,-547512.0413,0,0,0,254513,NG Processing,EPA FLIGHT,WTG SOUTH PERMIAN MIDSTREAM LLC (100%),TX,29,0,0,0.05
TARGA MIDKIFF GAS PROCESSING PLANT,-653004.1894,-559063.0944,0,0,0,231602,NG Processing,EPA FLIGHT,TARGA RESOURCES (73%); PIONEER NATURAL RESOURCES USA INC (27%),TX,29,0,0,0.05
TARGA BENEDUM GAS PROCESSING PLANT,-671899.8735,-549531.7424,0,0,0,216899,NG Processing,EPA FLIGHT,TARGA RESOURCES (73%); PIONEER NATURAL RESOURCES USA INC (27%),TX,29,0,0,0.05
TARGA DRIVER GAS PROCESSING PLANT,-653004.1894,-559063.0944,0,0,0,209525,NG Processing,EPA FLIGHT,TARGA RESOURCES (73%); PIONEER NATURAL RESOURCES USA INC (27%),TX,29,0,0,0.05
GUARDIAN ENERGY LLC,742277.5601,185191.4359,0,0,0,185819,Ethanol Plant,EPA FLIGHT,GUARDIAN ENERGY LLC (100%),MN,29,0,0,0.08
Houston Gas Plant,418729.5863,1321627.48,0,0,0,170383,NG Processing,EPA FLIGHT,MPLX LP (100%),PA,29,0,0,0.08
"Cargill, Incorporated",562280.1347,137697.5018,0,0,0,219505,Ethanol Plant,EPA FLIGHT,CARGILL INC (100%),IA,29,0,0,0.05
Valero Fort Dodge Plant,562522.9971,138777.8717,0,0,0,186947,Ethanol Plant,EPA FLIGHT,VALERO ENERGY CORP (100%),IA,29,0,0,0.05
MEWBOURN GAS PLANT,343879.4544,-735392.1758,0,0,0,253994,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),CO,29,0,0,0.07
LUCERNE GAS PLANT,364603.1604,-727549.3904,0,0,0,213136,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),CO,29,0,0,0.07
Fort Lupton Compressor Station,330265.3953,-738051.1835,0,0,0,201244,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),CO,29,0,0,0.07
"GREEN PLAINS BLUFFTON, LLC",412501.2907,903307.2767,0,0,0,158213,Ethanol Plant,EPA FLIGHT,GREEN PLAINS RENEWABLE ENERGY INC (100%),IN,29,0,0,0.07
Neptune Gas Plant,-537932.442,421268.0272,0,0,0,141769,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (66%); MARATHON OIL CO (34%),LA,29,0,0,0.11
TIOGA GAS PROCESSING PLANT,1234420.005,-516582.6037,0,0,0,194815,NG Processing,EPA FLIGHT,HESS CORP (100%),ND,29,0,0,0.08
BRIDGEPORT GAS PROCESSING PLANT,-479821.273,-167288.56,0,0,0,311440,NG Processing,EPA FLIGHT,ENLINK MIDSTREAM LLC (100%),TX,29,0,0,0.05
Targa Midstream Services LLC - Chico Gas Plant,-467667.2619,-174233.7678,0,0,0,149864,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),TX,29,0,0,0.05
"Flint Hills Resources Fairmont, LLC",359615.86,-135115.4484,0,0,0,161062,Ethanol Plant,EPA FLIGHT,KOCH INDUSTRIES INC (100%),NE,29,0,0,0.09
SHERHAN GAS PLANT,-98933.13183,-484996.7632,0,0,0,91914,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),TX,29,0,0,0.04
Wattenberg Gas Plant,285429.5906,-736224.9507,0,0,0,56905,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),CO,29,0,0,0.07
PINNACLE ETHANOL LLC d/b/a POET BIOREFINING - CORNING,389027.7095,100590.6307,0,0,0,122091,Ethanol Plant,EPA FLIGHT,POET LLC (100%),IA,29,0,0,0.06
Guardian Lima,421822.9165,996160.6191,0,0,0,94259,Ethanol Plant,EPA FLIGHT,GUARDIAN LIMA LLC (100%),OH,29,0,0,0.09
Dollarhide Gas Plant,-574344.9297,-661572.8846,0,0,0,81338,NG Processing,EPA FLIGHT,CHEVRON CORP (51.54842%); PERMIAN BASIN LP (48.20214%),TX,29,0,0,0.05
CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,-801179.5132,477070.744,0,0,0,65402,NG Processing,EPA FLIGHT,ENLINK MIDSTREAM LLC (100%),LA,29,0,0,0.08
POET BIOREFINING LADDONIA,204681.1593,372637.6969,0,0,0,56830,Ethanol Plant,EPA FLIGHT,POET LLC (100%),MO,29,0,0,0.07
CARBON GREEN BIOENERGY,640817.436,887014.4109,0,0,0,79268,Ethanol Plant,EPA FLIGHT,CARBON GREEN BIOENERGY LLC (100%),MI,29,0,0,0.08
Beaver Gas Plant,-78106.5025,-379701.4651,0,0,0,61013,NG Processing,EPA FLIGHT,REGENCY ENERGY PARTNERS LP (100%),OK,29,0,0,0.06
Buffalo Creek Processing Plant,-237314.5127,-341066.1584,0,0,0,99718,NG Processing,EPA FLIGHT,MPLX LP (100%),OK,29,0,0,0.04
TARGA SILVER OAK GAS PLANT,-995654.7575,-182037.8015,0,0,0,71198,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),TX,29,0,0,0.05
PAWNEE TREATING PLANT,-988100.9314,-195201.8528,0,0,0,56338,NG Processing,EPA FLIGHT,PIONEER NATURAL RESOURCES USA INC (100%),TX,29,0,0,0.05
Area 71 CGP Facility,-984742.1478,-195977.8487,0,0,0,55010,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),TX,29,0,0,0.05
Haynesville Gathering LP - Hall Summit Facility,-584196.7947,254671.1877,0,0,0,102407,NG Processing,EPA FLIGHT,QEP RESOURCES INC (100%),LA,29,0,0,0.05
"Poet Biorefining Lake Crystal, LLC",740021.0441,137575.8911,0,0,0,88017,Ethanol Plant,EPA FLIGHT,POET LLC (100%),MN,29,0,0,0.08
Phillips 66 Old Ocean NGL Fractionation Plant,-940034.5056,24261.64142,0,0,0,61733,NG Processing,EPA FLIGHT,PHILLIPS 66 (100%),TX,29,0,0,0.05
James Valley Ethanol LLC dba POET Biorefining - Groton,891303.3487,-167182.7006,0,0,0,83596,Ethanol Plant,EPA FLIGHT,JAMES VALLEY ETHANOL LLC (89%); POET LLC (11%),SD,29,0,0,0.07
"ABE South Dakota, LLC - Aberdeen",892670.9351,-198031.9793,0,0,0,69239,Ethanol Plant,EPA FLIGHT,ADVANCED BIOENERGY LLC (100%),SD,29,0,0,0.07
ICM Biofuels LLC,251679.7072,97936.16137,0,0,0,79176,Ethanol Plant,EPA FLIGHT,AGRA MARKE QUALITY GRAINS INC (51%); ICM INC (49%),MO,29,0,0,0.07
"KAAPA Ethanol Ravenna, LLC",398491.5089,-239793.5136,0,0,0,114879,Ethanol Plant,EPA FLIGHT,KAAPA ETHANOL LLC (100%),NE,29,0,0,0.12
50 Buttes Gas Plant,741230.8123,-783339.1269,0,0,0,72329,NG Processing,EPA FLIGHT,THUNDER CREEK GAS SERVICES LLC (100%),WY,29,0,0,0.07
Hilight-Reno Junction Gas Plant,746763.1438,-748722.0944,0,0,0,66714,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),WY,29,0,0,0.07
SHOW ME ETHANOL,211944.9541,217790.7515,0,0,0,89629,Ethanol Plant,EPA FLIGHT,SHOW-ME ETHANOL LLC (100%),MO,29,0,0,0.07
Elite Octane,439379.0057,80310.94381,0,0,0,84037,Ethanol Plant,EPA FLIGHT,ELITE OCTANE LLC (100%),IA,29,0,0,0.06
PACIFIC ETHANOL MAGIC VALLEY LLC,698380.0762,-1446195.427,0,0,0,61651,Ethanol Plant,EPA FLIGHT,PACIFIC ETHANOL (100%),ID,29,0,0,0.06
Lone Star NGL Fracs 4 & 5,-853717.0777,103867.9385,0,0,0,88589,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
South Eddy Cryo Plant,-566787.6539,-733886.8412,0,0,0,111936,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),NM,29,0,0,0.06
INDIAN BASIN GAS PLANT,-526880.1336,-800219.279,0,0,0,98484,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (42.2%); OCCIDENTAL PETROLEUM CORP (39.1%); CHEVRON CORP (2.1%); NGL VENTURES LLC (16.6%),NM,29,0,0,0.06
ARTESIA GAS PLANT,-497649.1242,-763954.2109,0,0,0,80736,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),NM,29,0,0,0.06
GRANITE FALLS ENERGY LLC,816771.9238,40523.17809,0,0,0,80308,Ethanol Plant,EPA FLIGHT,GRANITE FALLS ENERGY LLC (100%),MN,29,0,0,0.07
ACE ETHANOL LLC,844884.932,396858.9086,0,0,0,73451,Ethanol Plant,EPA FLIGHT,ACE ETHANOL LLC (100%),WI,29,0,0,0.1
"BONANZA BIOENERGY, LLC",62109.05321,-420695.8985,0,0,0,55496,Ethanol Plant,EPA FLIGHT,CONESTOGA ENERGY PARTNERS LLC (100%),KS,29,0,0,0.08
E ENERGY ADAMS,334130.6707,-45509.32358,0,0,0,98045,Ethanol Plant,EPA FLIGHT,E ENERGY ADAMS LLC (100%),NE,29,0,0,0.07
TARGA COALGATE STONEWALL GAS PROCESSING PLANT,-326206.8338,-26205.0954,0,0,0,131200,NG Processing,EPA FLIGHT,TARGA RESOURCES (60%); MARKWEST ENERGY PARTNERS LP (40%),OK,29,0,0,0.05
Sprague,-318968.3931,-16396.95267,0,0,0,84315,NG Processing,EPA FLIGHT,MPLX LP (100%),OK,29,0,0,0.05
TARGA TUPELO GAS PROCESSING PLANT,-326211.6306,-26209.11413,0,0,0,69365,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),OK,29,0,0,0.05
"POET Biorefining - North Manchester, LLC",431303.4746,849536.9455,0,0,0,125034,Ethanol Plant,EPA FLIGHT,POET Biorefining LLC (100%),IN,29,0,0,0.07
UNITED WISCONSIN GRAIN PRODUCERS LLC,699990.5568,557510.9722,0,0,0,91604,Ethanol Plant,EPA FLIGHT,UNITED WISCONSIN GRAIN PRODUCERS LLC (100%),WI,29,0,0,0.08
DIDION ETHANOL LLC,696040.1123,554423.7343,0,0,0,82327,Ethanol Plant,EPA FLIGHT,DIDION MILLING INC (100%),WI,29,0,0,0.08
Medicine Bow Treating Facility,631708.4962,-781077.1848,0,0,0,123058,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),WY,29,0,0,0.07
Douglas Gas Plant,629969.298,-759802.3302,0,0,0,55674,NG Processing,EPA FLIGHT,TALLGRASS OPERATIONS LLC (100%),WY,29,0,0,0.07
Three Rivers Energy LLC,392909.8844,1188558.752,0,0,0,81909,Ethanol Plant,EPA FLIGHT,CRESTWOOD ENERGY (50%); LAKEVIEW ENERGY LLC (50%),OH,29,0,0,0.08
HERON LAKE BIOENERGY LLC,712370.0968,55974.77476,0,0,0,92714,Ethanol Plant,EPA FLIGHT,HERON LAKE BIOENERGY LLC (100%),MN,29,0,0,0.07
Poet Biorefining-Bingham Lake,716439.0961,76411.02816,0,0,0,56959,Ethanol Plant,EPA FLIGHT,POET LLC (100%),MN,29,0,0,0.07
BLOCK 31 GAS PLANT,-656381.1776,-611458.5092,0,0,0,98539,NG Processing,EPA FLIGHT,OCCIDENTAL PETROLEUM CORP (100%),TX,29,0,0,0.05
LINCOLNLAND AGRI-ENERGY LLC,200204.163,717077.5313,0,0,0,79855,Ethanol Plant,EPA FLIGHT,LINNCOLNLAND AGRI-ENERGY LLC (100%),IL,29,0,0,0.07
ANDERSONS DENISON ETHANOL LLC,503057.5223,49439.55733,0,0,0,82997,Ethanol Plant,EPA FLIGHT,THE ANDERSONS INC (84.9%); CENTRAL STATES (15.1%),IA,29,0,0,0.07
KDB Central Treating Facility Plant,-966928.7231,-171255.755,0,0,0,74064,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
"EOG Resources, Inc- Milton Hub",-959395.4228,-189254.2946,0,0,0,58487,NG Processing,EPA FLIGHT,EOG RESOURCES INC (100%),TX,29,0,0,0.05
OZONA GAS PLANT,-748019.9208,-498451.0793,0,0,0,59260,NG Processing,EPA FLIGHT,"DCP OPERATING CO, LP (62.5%); DEVON ENERGY CORP (22.5%); JOHNSON & LINDLEY INC (15%)",TX,29,0,0,0.06
Sierra Grande Gas Processing Plant,-605660.0649,-763625.0052,0,0,0,55210,NG Processing,EPA FLIGHT,unknown,TX,29,0,0,0.06
Iroquois Bio Energy Company,419747.6028,744992.766,0,0,0,75558,Ethanol Plant,EPA FLIGHT,IROQUOIS BIO ENERGY CO LLC (100%),IN,29,0,0,0.08
OFS GPRP Panther Creek Gas Plant,-213397.0966,-295983.0284,0,0,0,76688,NG Processing,EPA FLIGHT,ONEOK INC (100%),OK,29,0,0,0.04
"SIOUXLAND ETHANOL, LLC",554820.0864,-48373.69964,0,0,0,84892,Ethanol Plant,EPA FLIGHT,SIOUXLAND ETHANOL LLC (100%),NE,29,0,0,0.14
"POET Biorefining Mitchell, LLC",707475.5321,-168686.6018,0,0,0,110456,Ethanol Plant,EPA FLIGHT,POET LLC (100%),SD,29,0,0,0.07
"Chief Ethanol Fuels, Inc.",372167.6605,-311766.0129,0,0,0,72729,Ethanol Plant,EPA FLIGHT,CHIEF INDUSTRIES INC (100%),NE,29,0,0,0.1
WE HEREFORD LLC,-280546.9823,-577530.0607,0,0,0,109431,Ethanol Plant,EPA FLIGHT,WHITE ENERGY HOLDING CO LLC (100%),TX,29,0,0,0.05
"Green Plains Hereford, LLC",-277916.6313,-569756.9555,0,0,0,77497,Ethanol Plant,EPA FLIGHT,GREEN PLAINS RENEWABLE ENERGY INC (100%),TX,29,0,0,0.05
ALLIANCE COMPRESSOR STATION,-498783.7645,-125028.8184,0,0,0,60560,NG Processing,EPA FLIGHT,CRESTWOOD MIDSTREAM PARTNERS LP (100%),TX,29,0,0,0.05
Battlefield Gas Plant,-615218.518,217840.9744,0,0,0,113211,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),LA,29,0,0,0.07
Logansport Expansion Gathering Facility,-595243.1544,185924.2671,0,0,0,56658,NG Processing,EPA FLIGHT,REGENCY ENERGY PARTNERS LP (100%),LA,29,0,0,0.07
North Louisiana Gas Plant,-588056.3675,219747.3934,0,0,0,55583,NG Processing,EPA FLIGHT,BLACK BEAR MIDSTREAM HOLDINGS LLC (100%),LA,29,0,0,0.07
Area 71B CGP Facility,-951440.7025,-165381.0866,0,0,0,56188,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (100%),TX,29,0,0,0.08
ALTAMONT GAS PLANT,410689.9651,-1198346.121,0,0,0,56624,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),UT,29,0,0,0.06
"Big River Resources Boyceville, LLC",851253.0239,316209.9422,0,0,0,83424,Ethanol Plant,EPA FLIGHT,BIG RIVER RESOURCES LLC (100%),WI,29,0,0,0.08
James Lake Gas Plant,-597494.3711,-620631.7458,0,0,0,74127,NG Processing,EPA FLIGHT,JAMES LAKE MIDSTREAM LLC (100%),TX,29,0,0,0.05
CORN PLUS,702562.1321,148250.0291,0,0,0,68874,Ethanol Plant,EPA FLIGHT,CORN PLUS ETHANOL (100%),MN,29,0,0,0.08
LAGRANGE PLANT,-836345.4109,-85628.61112,0,0,0,114868,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.07
CHISHOLM PLANT,-836801.3871,-85667.38008,0,0,0,59428,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.07
"POET Biorefining - Preston, LLC",698969.0633,313685.0071,0,0,0,72700,Ethanol Plant,EPA FLIGHT,POET LLC (100%),MN,29,0,0,0.08
POET BIOREFINING GLENVILLE LLC,683314.0481,216939.6949,0,0,0,64829,Ethanol Plant,EPA FLIGHT,POET LLC (100%),MN,29,0,0,0.07
Bethel Gas Treating Facility,-637174.954,-10398.05364,0,0,0,62427,NG Processing,EPA FLIGHT,LEGACY RESERVES OPERATING LP (100%),TX,29,0,0,0.05
GREEN PLAINS SHENANDOAH LLC,364918.3027,50632.86716,0,0,0,96506,Ethanol Plant,EPA FLIGHT,GREEN PLAINS RENEWABLE ENERGY INC (100%),IA,29,0,0,0.05
"Nebraska Corn Processing, LLC",319029.8447,-350706.2549,0,0,0,54679,Ethanol Plant,EPA FLIGHT,ZEELAND FARM SERVICES INC (97%); ABF ENTERPRISES (3%),NE,29,0,0,0.12
OFS GPRP Maysville,-299221.4918,-130887.4131,0,0,0,131262,NG Processing,EPA FLIGHT,ONEOK INC (100%),OK,29,0,0,0.05
Rebel Gas Plant,-611428.1153,-536659.3949,0,0,0,96886,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
Rawhide Gas Plant,-599673.7532,-496099.4685,0,0,0,61838,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),TX,29,0,0,0.05
Deadwood Cryo Plant,-621060.5415,-523740.3463,0,0,0,60654,NG Processing,EPA FLIGHT,ENLINK MIDSTREAM LLC (100%),TX,29,0,0,0.05
Goliad Gas Plant,-989131.3522,-160515.7144,0,0,0,130363,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),TX,29,0,0,0.06
"CENTRAL INDIANA ETHANOL, LLC",390044.549,860731.9898,0,0,0,128537,Ethanol Plant,EPA FLIGHT,CENTRAL INDIANA ETHANOL LLC (100%),IN,29,0,0,0.05
Poet Biorefining-Big Stone,872561.9645,-40085.63248,0,0,0,93768,Ethanol Plant,EPA FLIGHT,POET LLC (100%),SD,29,0,0,0.09
BADGER STATE ETHANOL,587854.1384,516184.2162,0,0,0,109961,Ethanol Plant,EPA FLIGHT,BADGER STATE ETHANOL LLC (100%),WI,29,0,0,0.08
POET BIOREFINING,543263.8417,191365.0971,0,0,0,102757,Ethanol Plant,EPA FLIGHT,POET LLC (100%),IA,29,0,0,0.07
JACKALOPE TREATER,-1136414.64,-288733.8715,0,0,0,72519,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.06
Poet Biorefining-Coon Rapids,489216.1222,112429.5841,0,0,0,73918,Ethanol Plant,EPA FLIGHT,POET LLC (100%),IA,29,0,0,0.06
PLAINVIEW BIOENERY LLC,-356387.1138,-514500.7499,0,0,0,114083,Ethanol Plant,EPA FLIGHT,WHITE ENERGY HOLDING CO LLC (100%),TX,29,0,0,0.05
PINE LAKE CORN PROCESSORS,559046.8476,240581.0741,0,0,0,114550,Ethanol Plant,EPA FLIGHT,PINE LAKE CORN PROCESSORS LLLP (100%),IA,29,0,0,0.07
Cadiz Gas Processing Plant,409306.6397,1257703.353,0,0,0,103304,NG Processing,EPA FLIGHT,MPLX LP (100%),OH,29,0,0,0.09
Waskom Gas Processing Plant,-560508.7685,180312.0008,0,0,0,72001,NG Processing,EPA FLIGHT,ENABLE MIDSTREAM PARTNERS LP (100%),TX,29,0,0,0.05
Hemphill Gas Plant,-177169.5845,-389595.184,0,0,0,126111,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.07
HOBART PLANT,-184898.3465,-392357.6117,0,0,0,94820,NG Processing,EPA FLIGHT,UNIT CORP (100%),TX,29,0,0,0.07
COWTOWN GAS PROCESSING PLANT,-576429.7051,-157385.7296,0,0,0,112236,NG Processing,EPA FLIGHT,CRESTWOOD MIDSTREAM PARTNERS LP (100%),TX,29,0,0,0.06
Mallet CO2 Recovery Plant,-431189.2078,-605499.721,0,0,0,105548,NG Processing,EPA FLIGHT,OCCIDENTAL PETROLEUM CORP (100%),TX,29,0,0,0.05
QUAD CNTY CORN PROCESSORS,557598.002,47784.12541,0,0,0,67457,Ethanol Plant,EPA FLIGHT,QUAD COUNTY CORN PROCESSORS (100%),IA,29,0,0,0.07
Eagle-1 Gas Plant,-933072.5083,-64190.36132,0,0,0,100355,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),TX,29,0,0,0.05
Brookeland Gas Plant,-717282.558,193965.7321,0,0,0,82456,NG Processing,EPA FLIGHT,REGENCY ENERGY PARTNERS LP (100%),TX,29,0,0,0.07
PREMIER ETHANOL LLC D/B/A/ POET BIOREFINING - PORTLAND,379880.6927,921806.3543,0,0,0,124595,Ethanol Plant,EPA FLIGHT,POET LLC (100%),IN,29,0,0,0.07
Valero Jefferson Plant,641987.772,583674.2521,0,0,0,119345,Ethanol Plant,EPA FLIGHT,VALERO ENERGY CORP (100%),WI,29,0,0,0.08
"Marquis Energy - Wisconsin, LLC",741398.1402,473472.5999,0,0,0,124053,Ethanol Plant,EPA FLIGHT,MARQUIS ENERGY LLC (100%),WI,29,0,0,0.08
BUSHMILLS ETHANOL INC.,854971.3357,93748.9331,0,0,0,74987,Ethanol Plant,EPA FLIGHT,BUSHMILLS ETHANOL INC (100%),MN,29,0,0,0.09
Bellmon Gas Plant,-97445.38984,-126381.8402,0,0,0,60193,NG Processing,EPA FLIGHT,UNIT CORP (100%),OK,29,0,0,0.04
KAAPA ETHANOL LLC,338533.9617,-258576.767,0,0,0,71467,Ethanol Plant,EPA FLIGHT,KAAPA ETHANOL LLC (100%),NE,29,0,0,0.08
LONE STAR GAS LIQUIDS,25006.89288,-2072328.152,0,0,0,72784,NG Processing,EPA FLIGHT,PLAINS ALL AMERICAN GP LLC (100%),CA,29,0,0,0.11
DCP MIDSTREAM LP/OKARCHE GAS PLT,-195780.5499,-186804.1446,0,0,0,74624,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),OK,29,0,0,0.05
Kingfisher Midstream Lincoln Gas Plant,-166626.0758,-161419.5817,0,0,0,64761,NG Processing,EPA FLIGHT,ALTA MESA SERVICES LP (100%),OK,29,0,0,0.05
"DAKOTA ETHANOL, LLC",725282.5385,-76210.89579,0,0,0,55516,Ethanol Plant,EPA FLIGHT,LAKE AREA CORN PROCESSORS LLC (100%),SD,29,0,0,0.09
TARGA RAPTOR GAS PROCESSING PLANT,-1008339.402,-319799.1767,0,0,0,123614,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),TX,29,0,0,0.06
HAWKVILLE GAS TREATING FACILITY,-1032162.333,-285464.4503,0,0,0,99382,NG Processing,EPA FLIGHT,BP AMERICA INC (75%); KINDER MORGAN INC (25%),TX,29,0,0,0.06
Brasada Gas Plant,-1006870.69,-320086.6301,0,0,0,96755,NG Processing,EPA FLIGHT,ANADARKO PETROLEUM CORP (100%),TX,29,0,0,0.06
"EOG Resources, Inc. Titan Hub",-1007228.319,-283438.7302,0,0,0,85348,NG Processing,EPA FLIGHT,EOG RESOURCES INC (100%),TX,29,0,0,0.06
Valley Wells Treater,-997656.4075,-330947.571,0,0,0,80279,NG Processing,EPA FLIGHT,SOUTHCROSS ENERGY (100%),TX,29,0,0,0.06
Chandler Compressor Station/Wilburton Compressor Station,-292279.2076,53877.37483,0,0,0,67248,NG Processing,EPA FLIGHT,ENABLE MIDSTREAM PARTNERS LP (100%),OK,29,0,0,0.05
Jal #3 Gas Plant,-570185.2222,-672567.8243,0,0,0,117565,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),NM,29,0,0,0.06
Targa Midstream Services LLC - Monument Gas Processing Plant,-520733.6093,-681725.6401,0,0,0,113531,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),NM,29,0,0,0.06
Targa Midstream Services LLC - Saunders Gas Processing Plant,-469229.4808,-705518.8999,0,0,0,80154,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),NM,29,0,0,0.06
